Date,Open,High,Low,Close,Volume,- SPREAD -
23-09-2020,57966.25,58176.25,56900.00,57218.35,360,"1,276.25"
22-09-2020,58201.00,58201.00,57371.70,57754.25,2030,829.30
21-09-2020,59069.65,59069.65,57880.00,58134.25,419,"1,189.65"
26-04-2022,69574.90,71438.55,69486.85,71271.25,493,"1,951.70"
18-09-2020,59964.85,59964.85,58583.40,58829.75,361,"1,381.45"
17-09-2020,59697.40,59720.00,59116.75,59517.80,303,603.25
16-09-2020,58599.00,59850.00,58487.95,59609.50,853,"1,362.05"
15-09-2020,59347.70,59347.70,58211.25,58419.80,236,"1,136.45"
14-09-2020,59350.00,59794.80,58281.10,58492.90,262,"1,513.70"
11-09-2020,59100.00,59395.85,58481.35,59110.05,231,914.50
10-09-2020,58976.45,59345.40,58767.05,59110.65,3795,578.35
09-09-2020,58140.40,59100.00,57871.00,58835.35,398,"1,229.00"
08-09-2020,58920.00,58920.00,58050.00,58200.20,193,870.00
07-09-2020,58425.00,58808.85,58010.30,58351.85,1494,798.55
25-04-2022,68280.00,69450.00,68280.00,69110.00,144,"1,170.00"
04-09-2020,57947.00,58764.30,57593.50,58435.65,592,"1,170.80"
03-09-2020,58620.25,58953.00,58343.45,58549.05,5563,609.55
02-09-2020,58400.00,59071.80,58150.00,58617.10,260,921.80
01-09-2020,58047.60,58867.90,57650.00,58316.60,324,"1,217.90"
31-08-2020,59647.00,59889.35,57512.20,57979.65,1286,"2,377.15"
28-08-2020,59500.00,61418.50,59150.35,59611.85,757,"2,268.15"
27-08-2020,59715.00,59715.00,59125.00,59305.95,265,590.00
26-08-2020,59678.00,59755.00,59218.75,59315.45,1389,536.25
25-08-2020,60247.00,60247.00,59106.00,59274.25,860,"1,141.00"
24-08-2020,60130.60,60500.00,59540.00,59619.60,1664,960.00
22-04-2022,69400.00,69430.40,68519.35,69132.40,226,911.05
21-08-2020,59999.00,60239.25,59386.00,59698.60,609,853.25
20-08-2020,60200.00,60338.90,59284.50,59481.60,845,"1,054.40"
19-08-2020,60900.00,60900.00,58955.00,59752.40,1095,"1,945.00"
18-08-2020,60201.00,61100.00,60040.00,60185.85,1038,"1,060.00"
17-08-2020,61600.00,62211.20,59979.80,60178.80,1120,"2,231.40"
14-08-2020,64090.00,64568.70,61200.15,61488.50,1923,"3,368.55"
13-08-2020,62038.25,64295.50,61351.15,63990.25,1130,"2,944.35"
12-08-2020,61600.00,61887.65,61380.05,61634.55,401,507.60
11-08-2020,62300.00,62467.00,61366.80,61473.95,314,"1,100.20"
10-08-2020,63000.00,63506.10,61743.95,61891.00,382,"1,762.15"
21-04-2022,67880.00,70081.60,67880.00,69680.60,856,"2,201.60"
07-08-2020,61427.15,63286.55,61414.20,62678.00,766,"1,872.35"
06-08-2020,61800.00,61813.35,61142.80,61279.45,308,670.55
05-08-2020,61677.00,61944.25,61171.55,61536.20,352,772.70
04-08-2020,61569.95,61721.05,61090.00,61237.95,341,631.05
03-08-2020,61340.95,61781.30,60800.05,60956.45,278,981.25
31-07-2020,61097.95,61596.90,60685.00,61030.40,346,911.90
30-07-2020,61900.00,62400.00,60750.00,60992.25,446,"1,650.00"
29-07-2020,62690.00,62781.95,61539.15,61789.05,249,"1,242.80"
28-07-2020,62250.00,63000.00,62067.30,62135.65,777,932.70
27-07-2020,63300.00,63495.60,61679.30,61877.10,626,"1,816.30"
20-04-2022,66765.00,68201.70,66639.05,67734.40,272,"1,562.65"
24-07-2020,63359.80,63816.45,62800.00,62958.75,589,"1,016.45"
23-07-2020,64580.00,64648.80,63141.70,63359.80,620,"1,507.10"
22-07-2020,65600.00,65600.00,64272.20,64413.45,466,"1,327.80"
21-07-2020,65900.00,65900.00,65333.10,65600.35,269,566.90
20-07-2020,66247.70,66247.70,64708.85,64961.60,482,"1,538.85"
17-07-2020,64780.00,65744.40,63476.65,65451.15,673,"2,267.75"
16-07-2020,63633.20,64018.10,62427.60,63495.70,494,"1,590.50"
15-07-2020,64854.35,65050.00,63530.75,63644.75,865,"1,519.25"
14-07-2020,64888.00,64888.00,63645.00,64372.75,375,"1,243.00"
13-07-2020,65400.00,65579.90,64391.45,64671.85,760,"1,188.45"
19-04-2022,67079.00,67751.50,65800.00,66193.05,377,"1,951.50"
10-07-2020,66300.00,66300.00,64518.05,64830.50,1236,"1,781.95"
09-07-2020,65551.10,66199.65,65134.85,65343.40,972,"1,064.80"
08-07-2020,67211.80,67425.00,65000.10,65373.35,1270,"2,424.90"
07-07-2020,67200.00,67527.85,65778.00,66824.05,912,"1,749.85"
06-07-2020,66500.10,67538.90,66400.00,67351.90,483,"1,138.90"
03-07-2020,66200.00,66500.00,65855.00,66117.45,232,645.00
02-07-2020,66599.00,66842.50,65825.00,66078.80,361,"1,017.50"
01-07-2020,67199.00,67199.00,65622.15,65826.85,440,"1,576.85"
30-06-2020,66050.90,67565.15,65767.20,67265.05,725,"1,797.95"
29-06-2020,66200.00,66750.00,64951.00,65191.25,700,"1,799.00"
21-06-2022,66899.95,68285.05,66899.95,68088.85,429,"1,385.10"
18-04-2022,67001.05,67461.00,66090.50,66986.60,249,"1,370.50"
26-06-2020,64918.35,66953.55,64918.35,66405.10,565,"2,035.20"
25-06-2020,64477.20,65400.00,63874.55,64916.35,291,"1,525.45"
13-04-2022,68140.00,68140.00,67046.10,67458.60,148,"1,093.90"
12-04-2022,67606.15,67951.60,66607.35,67541.55,236,"1,344.25"
11-04-2022,67761.00,68027.75,67611.30,67738.10,116,416.45
08-04-2022,67574.95,68100.00,66800.00,67763.15,436,"1,300.00"
07-04-2022,67984.95,68050.55,67000.00,67196.35,138,"1,050.55"
06-04-2022,67946.95,67946.95,67200.20,67596.05,134,746.75
05-04-2022,67499.90,68127.00,67300.00,67632.20,275,827.00
04-04-2022,67000.00,67200.00,66682.20,66989.95,299,517.80
01-04-2022,65313.95,66600.00,65085.50,66360.35,250,"1,514.50"
20-06-2022,68380.00,68500.00,66500.00,66699.15,205,"2,000.00"
31-03-2022,65384.45,65800.00,64661.50,64973.35,852,"1,138.50"
30-03-2022,65450.15,65925.90,65144.80,65384.45,688,781.10
29-03-2022,65600.00,66850.00,65100.00,65325.90,597,"1,750.00"
28-03-2022,67300.00,67300.00,64974.00,65724.10,526,"2,326.00"
25-03-2022,66989.95,67151.15,66005.00,66485.60,293,"1,146.15"
24-03-2022,66741.40,67400.00,66446.05,66784.10,172,953.95
23-03-2022,67399.95,67724.00,66619.00,66833.60,344,"1,105.00"
22-03-2022,67399.00,67399.00,65965.80,67128.50,597,"1,433.20"
21-03-2022,69479.85,69922.60,66650.25,67010.85,654,"3,272.35"
17-03-2022,68634.95,69898.05,68620.00,68986.00,345,"1,278.05"
17-06-2022,67237.90,69008.85,65900.05,67883.90,552,"3,108.80"
16-03-2022,68310.00,68800.00,68145.10,68343.40,282,654.90
15-03-2022,68238.85,68958.95,67718.65,68107.65,323,"1,240.30"
14-03-2022,68100.00,68458.85,67412.10,68237.35,368,"1,046.75"
11-03-2022,66980.00,68000.00,66410.20,67919.20,202,"1,589.80"
10-03-2022,66850.00,67464.65,66504.00,66862.75,330,960.65
09-03-2022,66564.20,66940.90,65957.90,66087.35,278,983.00
08-03-2022,66120.00,66627.25,65800.00,66340.30,222,827.25
07-03-2022,64500.00,66440.25,63800.05,66115.05,1097,"2,640.20"
04-03-2022,65500.05,66163.90,65000.00,66013.70,385,"1,163.90"
03-03-2022,66608.90,66999.90,65800.00,66088.25,278,"1,199.90"
16-06-2022,69000.00,69274.90,67001.05,67216.45,374,"2,273.85"
02-03-2022,65880.00,66600.05,65307.95,66201.55,295,"1,292.10"
28-02-2022,65700.00,66289.60,64500.00,65715.80,345,"1,789.60"
25-02-2022,64007.80,65782.35,64007.80,65511.25,748,"1,774.55"
24-02-2022,63500.00,65227.65,62944.50,64007.80,1361,"2,283.15"
23-02-2022,66299.95,66853.00,65650.25,65812.85,439,"1,202.75"
22-02-2022,63400.00,65972.40,63000.05,65778.90,908,"2,972.35"
21-02-2022,65210.15,65469.95,64600.00,64752.80,342,869.95
18-02-2022,65477.00,66200.00,65329.10,65612.50,393,870.90
17-02-2022,66100.00,66678.20,65500.00,65648.30,316,"1,178.20"
16-02-2022,67646.95,67646.95,66001.20,66110.80,408,"1,645.75"
15-06-2022,68177.60,69441.20,68177.60,68442.20,131,"1,263.60"
15-02-2022,66120.00,66990.75,65005.15,66672.25,885,"1,985.60"
14-02-2022,67850.00,67850.00,65700.50,65937.65,1462,"2,149.50"
11-02-2022,69125.00,69600.00,68100.00,68265.65,809,"1,500.00"
10-02-2022,70500.00,70899.95,69520.10,69785.30,249,"1,379.85"
09-02-2022,70046.95,70500.00,69530.15,70405.60,440,969.85
08-02-2022,69010.10,69886.75,68500.00,69548.80,644,"1,386.75"
07-02-2022,70191.00,70269.10,68634.80,68905.60,979,"1,634.30"
04-02-2022,71000.00,71403.50,69850.00,70052.25,696,"1,553.50"
03-02-2022,70499.95,71931.05,70010.00,70993.40,785,"1,921.05"
02-02-2022,71899.95,72679.10,71234.00,71521.55,237,"1,445.10"
